# z mu sigma
1.945854 20.851244 0.146475
1.945858 21.005930 0.146475
1.945878 20.772105 0.146476
1.945892 20.796909 0.146477
1.946204 20.721602 0.146489
1.946211 21.109868 0.146489
1.946226 20.847722 0.146490
1.946295 20.927645 0.146493
1.946317 20.777610 0.146494
1.946504 20.931877 0.146501
1.946516 21.125427 0.146502
1.946704 20.765985 0.146509
1.946839 20.998934 0.146515
1.947240 20.860826 0.146531
1.947412 21.060923 0.146538
1.947568 21.053448 0.146544
1.947611 20.995680 0.146546
1.947628 20.975103 0.146546
1.947686 21.112632 0.146549
1.947686 21.018285 0.146549
1.947840 21.076473 0.146555
1.947859 20.654502 0.146556
1.948205 20.793978 0.146570
1.948515 20.936947 0.146582
1.948886 20.896279 0.146597
1.949041 20.983800 0.146603
1.949043 20.931970 0.146603
1.949168 20.758711 0.146608
1.949783 20.930296 0.146633
1.949879 20.992280 0.146637
1.950306 20.936329 0.146654
1.950367 20.912645 0.146656
1.950406 21.032253 0.146658
1.950859 20.821343 0.146676
1.950899 21.008471 0.146678
1.951024 20.829758 0.146683
1.951087 20.908674 0.146685
1.951360 20.911538 0.146696
1.951379 20.994169 0.146697
1.951424 20.896640 0.146699
1.951529 20.449352 0.146703
1.951644 20.855642 0.146708
1.951682 20.797171 0.146709
1.951696 21.070525 0.146710
1.951741 21.144528 0.146712
1.951857 20.872556 0.146716
1.951940 21.044549 0.146720
1.952107 21.193903 0.146727
1.952124 20.798323 0.146727
1.952156 21.143071 0.146728
1.952399 20.941303 0.146738
1.952586 21.021413 0.146746
1.952988 20.823269 0.146762
1.953004 20.906474 0.146763
1.953037 21.019525 0.146764
1.953185 21.044536 0.146770
1.953276 21.063710 0.146774
1.953451 20.729652 0.146781
1.953542 21.025588 0.146784
1.953637 20.881908 0.146788
1.953703 21.156215 0.146791
1.954046 20.859267 0.146805
1.954047 20.912520 0.146805
1.954272 20.906144 0.146814
1.954357 21.000375 0.146817
1.954364 20.909182 0.146817
1.954805 20.871872 0.146835
1.954819 21.009239 0.146836
1.954995 21.000292 0.146843
1.955120 20.884298 0.146848
1.955255 21.193946 0.146853
1.955403 20.989335 0.146859
1.955430 20.923211 0.146860
1.955432 20.947017 0.146860
1.955458 20.911317 0.146861
1.955472 20.833220 0.146862
1.955535 21.091852 0.146865
1.955559 20.939757 0.146865
1.955597 21.105545 0.146867
1.955696 20.699475 0.146871
1.955916 21.093076 0.146880
1.956045 20.717876 0.146885
1.956436 21.059560 0.146901
1.956538 21.024139 0.146905
1.956566 21.241736 0.146906
1.956618 20.850079 0.146908
1.956629 20.827910 0.146909
1.956844 20.825038 0.146917
1.957035 20.938378 0.146925
1.957465 21.007678 0.146942
1.957660 21.002236 0.146950
1.957727 20.937827 0.146953
1.957822 20.961077 0.146957
1.958109 20.915545 0.146968
1.958499 20.751266 0.146984
1.958574 20.752567 0.146987
1.958647 21.026148 0.146990
1.958835 21.041762 0.146997
1.959253 20.901675 0.147014
1.959343 20.825959 0.147018
1.959381 20.902843 0.147019
1.959548 21.112969 0.147026
1.959621 21.170214 0.147029
1.959821 20.861779 0.147037
1.959858 20.870468 0.147039
1.960417 21.001653 0.147061
1.960447 21.156125 0.147062
1.960459 20.892400 0.147063
1.960497 21.036255 0.147064
1.960531 20.680262 0.147066
1.960532 20.888205 0.147066
1.960761 21.065636 0.147075
1.960781 20.992119 0.147076
1.960880 21.095609 0.147080
1.961105 21.067966 0.147089
1.961347 20.982459 0.147099
1.961434 20.884725 0.147102
1.961560 20.895827 0.147107
1.961609 21.171331 0.147109
1.961654 20.824722 0.147111
1.961949 20.771473 0.147123
1.962181 21.021485 0.147132
1.962204 20.995556 0.147133
1.962247 20.874473 0.147135
1.962492 20.867768 0.147145
1.962877 20.906179 0.147160
1.962941 21.010058 0.147163
1.962968 21.348506 0.147164
1.963263 21.002517 0.147176
1.963675 20.940211 0.147193
1.963867 20.900328 0.147200
1.963937 20.896687 0.147203
1.963986 20.977883 0.147205
1.964263 20.839634 0.147216
1.964283 21.015857 0.147217
1.964458 21.003366 0.147224
1.964474 20.742887 0.147225
1.964489 20.976006 0.147226
1.964768 21.116788 0.147237
1.964868 21.016577 0.147241
1.964911 21.033112 0.147243
1.965370 20.987315 0.147261
1.965428 21.140236 0.147263
1.965574 21.031532 0.147269
1.965600 21.120817 0.147270
1.965865 21.000255 0.147281
1.965914 20.974148 0.147283
1.965944 20.950848 0.147284
1.966120 20.816990 0.147291
1.966122 20.477201 0.147291
1.966139 20.762657 0.147292
1.966170 21.127875 0.147293
1.966173 20.737667 0.147294
1.966207 20.883378 0.147295
1.966279 20.868688 0.147298
1.966655 21.318483 0.147313
1.966683 21.191300 0.147314
1.966998 20.925823 0.147327
1.967007 21.085031 0.147327
1.967528 20.852061 0.147348
1.967744 20.950480 0.147357
1.967797 20.849692 0.147359
1.967966 20.963728 0.147366
1.968071 20.932281 0.147370
1.968236 20.782946 0.147377
1.968343 21.270694 0.147381
1.968497 20.945854 0.147387
1.968522 21.215575 0.147388
1.968684 21.104108 0.147395
1.968991 21.216869 0.147407
1.969047 20.911717 0.147410
1.969162 21.187534 0.147414
1.969592 20.807207 0.147432
1.969792 21.049150 0.147440
1.969890 20.976938 0.147444
1.969905 21.131649 0.147444
1.969985 20.926613 0.147447
1.970308 21.012717 0.147461
1.970659 21.107148 0.147475
1.970981 21.340381 0.147488
1.970983 21.008263 0.147488
1.971306 21.048404 0.147501
1.971358 20.991926 0.147503
1.971409 20.870083 0.147505
1.971622 21.008465 0.147514
1.971910 21.066300 0.147525
1.971953 20.850243 0.147527
1.971973 20.875558 0.147528
1.972228 20.865089 0.147538
1.972852 20.930176 0.147563
1.973222 20.809420 0.147578
1.973506 21.085818 0.147590
1.973580 21.035084 0.147593
1.973608 21.000937 0.147594
1.973908 20.910600 0.147606
1.974116 20.825545 0.147615
1.974494 20.937814 0.147630
1.974628 20.882498 0.147635
1.974632 20.900432 0.147635
1.974680 21.176833 0.147637
1.974995 20.923269 0.147650
1.975310 21.175126 0.147663
1.975343 20.731210 0.147664
1.975364 20.961404 0.147665
1.975408 21.019567 0.147667
1.975449 21.261323 0.147668
1.975901 21.099750 0.147687
1.975938 20.932307 0.147688
1.975992 20.416749 0.147690
1.976064 21.186681 0.147693
1.976358 20.978017 0.147705
1.976394 21.232753 0.147707
1.976409 20.848423 0.147707
1.976547 21.219428 0.147713
1.976684 20.924211 0.147718
1.976696 21.018729 0.147719
1.976772 20.972254 0.147722
1.977133 21.081760 0.147737
1.977151 21.466364 0.147737
1.977341 21.236304 0.147745
1.977356 21.009669 0.147746
1.977488 21.084193 0.147751
1.977545 20.900818 0.147753
1.977704 20.958950 0.147760
1.978049 21.129889 0.147774
1.978178 21.047740 0.147779
1.978347 21.069077 0.147786
1.978492 21.050763 0.147792
1.978683 21.049946 0.147799
1.978743 20.777535 0.147802
1.978982 20.804360 0.147811
1.979006 20.966242 0.147812
1.979308 20.944630 0.147825
1.979382 20.534318 0.147828
1.979691 21.031151 0.147840
1.979800 20.765929 0.147845
1.979968 20.761843 0.147851
1.980227 20.709026 0.147862
1.981030 20.806201 0.147894
1.981034 20.947828 0.147895
1.981094 21.150216 0.147897
1.981124 20.745413 0.147898
1.981188 20.931442 0.147901
1.981654 21.123460 0.147920
1.981668 21.049953 0.147920
1.981744 20.950126 0.147923
1.982014 21.088979 0.147934
1.982079 21.038504 0.147937
1.982212 20.972220 0.147942
1.982252 20.783671 0.147944
1.982270 21.011002 0.147945
1.982497 21.056761 0.147954
1.982621 20.898942 0.147959
1.982623 21.163695 0.147959
1.982656 20.975457 0.147960
1.982756 20.933471 0.147964
1.982842 20.803745 0.147968
1.983056 21.045612 0.147977
1.983074 21.266248 0.147977
1.983114 20.853769 0.147979
1.983692 21.083657 0.148002
1.983715 21.115679 0.148003
1.983743 20.911162 0.148004
1.983778 21.190627 0.148006
1.983862 21.064583 0.148009
1.984157 21.035910 0.148021
1.984201 21.238181 0.148023
1.984470 20.861144 0.148034
1.984705 20.661673 0.148043
1.984707 20.909440 0.148043
1.984717 21.056374 0.148044
1.984927 21.119062 0.148052
1.985070 20.969494 0.148058
1.985179 20.988201 0.148063
1.985298 20.915308 0.148067
1.985599 20.848760 0.148080
1.985608 20.731587 0.148080
1.985673 20.831305 0.148083
1.985825 20.993597 0.148089
1.986080 20.603221 0.148099
1.986368 20.922784 0.148111
1.986383 20.996982 0.148111
1.986656 20.814221 0.148122
1.986724 20.914627 0.148125
1.986730 21.014151 0.148125
1.987261 20.859741 0.148147
1.987513 20.610081 0.148157
1.987534 21.020251 0.148158
1.987627 20.972199 0.148162
1.987659 20.909125 0.148163
1.987787 20.993688 0.148168
1.988057 21.045326 0.148179
1.988104 21.077203 0.148181
1.988122 21.112355 0.148182
1.988279 21.009559 0.148188
1.988441 20.829091 0.148195
1.988898 21.005609 0.148213
1.989049 20.983478 0.148220
1.989193 21.219466 0.148225
1.989384 20.733246 0.148233
1.989416 21.120641 0.148235
1.989485 21.061597 0.148237
1.989815 20.998953 0.148251
1.989822 20.999913 0.148251
1.989848 20.895265 0.148252
1.989964 21.271272 0.148257
1.990012 20.854602 0.148259
1.990211 20.941922 0.148267
1.990264 20.981713 0.148269
1.990293 20.803052 0.148270
1.990754 21.083700 0.148289
1.990836 21.147662 0.148292
1.991127 20.970798 0.148304
1.991397 21.081871 0.148315
1.991591 21.244707 0.148323
1.991669 21.348055 0.148326
1.991763 21.166443 0.148330
1.991871 20.985761 0.148334
1.991915 20.824787 0.148336
1.991921 21.094455 0.148336
1.992050 21.201749 0.148341
1.992297 21.122373 0.148351
1.992321 20.866939 0.148352
1.992328 21.011802 0.148353
1.992460 21.111809 0.148358
1.992706 21.085811 0.148368
1.992757 21.031915 0.148370
1.992858 21.012724 0.148374
1.992880 21.090804 0.148375
1.992894 20.768795 0.148376
1.993002 20.973713 0.148380
1.993471 20.794949 0.148399
1.993654 21.206575 0.148407
1.993658 21.092298 0.148407
1.994061 20.988103 0.148423
1.994346 20.819982 0.148435
1.994360 20.951333 0.148435
1.994418 21.093038 0.148438
1.994448 20.996817 0.148439
1.994568 20.833039 0.148444
1.994674 20.945127 0.148448
1.994766 21.393897 0.148452
1.994817 20.581272 0.148454
1.994821 21.102684 0.148454
1.994855 21.089759 0.148455
1.994963 20.759806 0.148460
1.995517 20.986753 0.148482
1.995711 21.200136 0.148490
1.995747 20.906455 0.148492
1.995794 21.109131 0.148494
1.995898 21.026652 0.148498
1.996315 21.163516 0.148515
1.996538 20.869522 0.148524
1.996574 21.320482 0.148525
1.996606 21.089265 0.148527
1.996688 20.762752 0.148530
1.996709 21.070763 0.148531
1.996730 20.733540 0.148532
1.996750 20.876355 0.148532
1.996785 21.081215 0.148534
1.996897 20.991907 0.148538
1.996924 21.334066 0.148540
1.996925 20.860702 0.148540
1.996991 21.112681 0.148542
1.997122 20.992993 0.148548
1.997224 21.397952 0.148552
1.997252 20.991142 0.148553
1.997333 20.913164 0.148556
1.997349 21.029559 0.148557
1.997586 21.127532 0.148566
1.997586 21.100203 0.148566
1.997674 20.968786 0.148570
1.997875 20.858115 0.148578
1.997890 20.990665 0.148579
1.997938 20.935018 0.148581
1.998213 20.882458 0.148592
1.998431 21.033827 0.148601
1.998627 21.001221 0.148609
1.999117 21.156294 0.148629
1.999286 21.105436 0.148636
1.999403 20.995002 0.148640
1.999407 21.065820 0.148641
1.999622 20.746422 0.148649
1.999763 21.204232 0.148655
2.000135 20.902682 0.148670
2.000145 21.105884 0.148671
2.000173 20.767188 0.148672
2.000366 21.194600 0.148680
2.000491 20.975729 0.148685
2.000672 21.062250 0.148692
2.000819 20.994288 0.148698
2.000927 21.034008 0.148702
2.000967 21.082105 0.148704
2.001012 20.876514 0.148706
2.001250 21.036521 0.148716
2.001259 21.044300 0.148716
2.001267 21.142333 0.148716
2.001617 21.221258 0.148730
2.001646 21.433658 0.148732
2.001654 20.988369 0.148732
2.001766 20.852730 0.148737
2.001968 21.096737 0.148745
2.002236 20.839424 0.148756
2.002303 20.729815 0.148758
2.002421 20.943730 0.148763
2.002506 21.103789 0.148767
2.002570 20.906286 0.148769
2.002853 20.893986 0.148781
2.002880 20.941983 0.148782
2.002937 20.947853 0.148784
2.002959 21.120059 0.148785
2.003004 21.086437 0.148787
2.003109 20.879911 0.148791
2.003502 21.044617 0.148807
2.003602 21.176731 0.148811
2.003661 20.865901 0.148814
2.003702 20.963916 0.148815
2.004116 21.062177 0.148832
2.004154 21.210751 0.148834
2.004260 20.851022 0.148838
2.004569 20.938486 0.148851
2.004809 21.032406 0.148860
2.004841 21.233052 0.148862
2.004890 21.151873 0.148864
2.005094 20.769694 0.148872
2.005158 21.098985 0.148875
2.005555 21.237312 0.148891
2.005828 21.024847 0.148902
2.005876 20.921496 0.148904
2.005887 21.183639 0.148904
2.005911 21.209667 0.148905
2.005974 20.917557 0.148908
2.006016 20.959985 0.148910
2.006310 21.100624 0.148922
2.006782 21.056144 0.148941
2.006979 21.181577 0.148949
2.007108 20.801305 0.148954
2.007192 20.970974 0.148958
2.007294 21.053939 0.148962
2.007517 20.984991 0.148971
2.008028 20.857009 0.148992
2.008080 20.912757 0.148994
2.008114 20.844624 0.148995
2.008176 20.954342 0.148998
2.008209 20.960384 0.148999
2.008290 21.265879 0.149002
2.008836 20.989571 0.149025
2.008921 21.169263 0.149028
2.008954 21.076058 0.149029
2.009019 20.837118 0.149032
2.009045 21.125569 0.149033
2.009354 21.038120 0.149046
2.009358 20.778411 0.149046
2.009553 21.020705 0.149054
2.009687 21.033066 0.149059
2.009828 21.156062 0.149065
2.010014 21.094939 0.149073
2.010092 21.238895 0.149076
2.010138 21.154864 0.149078
2.010139 20.976673 0.149078
2.010203 21.034157 0.149080
2.010208 21.040355 0.149081
2.010242 21.017544 0.149082
2.010410 21.170224 0.149089
2.010480 21.101429 0.149092
2.010494 21.061317 0.149092
2.010742 20.975440 0.149102
2.010893 20.990159 0.149108
2.011204 21.078734 0.149121
2.011212 21.019235 0.149121
2.011307 21.080347 0.149125
2.011490 21.424489 0.149133
2.011509 20.978828 0.149134
2.011512 21.026536 0.149134
2.011571 20.848208 0.149136
2.011604 20.988002 0.149137
2.011631 20.916775 0.149139
2.011716 20.794089 0.149142
2.011764 21.183764 0.149144
2.011804 21.056449 0.149146
2.012180 21.106222 0.149161
2.012245 20.993952 0.149164
2.012492 20.763139 0.149174
2.012520 20.897791 0.149175
2.012601 20.990115 0.149178
2.012700 20.951636 0.149182
2.012744 20.964684 0.149184
2.012857 20.996864 0.149189
2.012895 21.155636 0.149190
2.013005 20.961815 0.149195
2.013017 21.076169 0.149195
2.013335 21.079224 0.149208
2.013392 21.135849 0.149210
2.013575 20.885602 0.149218
2.013674 21.029301 0.149222
2.013703 21.219267 0.149223
2.013894 21.057180 0.149231
2.014068 20.965434 0.149238
2.014107 21.145960 0.149240
2.014145 21.110814 0.149241
2.014694 21.046486 0.149264
2.014799 21.048991 0.149268
2.014835 21.057984 0.149269
2.015099 20.917865 0.149280
2.015215 20.764175 0.149285
2.015234 20.856481 0.149286
2.015326 20.769460 0.149289
2.015529 20.958422 0.149298
2.015628 21.323253 0.149302
2.015690 21.109599 0.149304
2.015779 20.762198 0.149308
2.015921 20.908054 0.149314
2.015947 21.034841 0.149315
2.016034 21.058553 0.149318
2.016139 20.986804 0.149323
2.016302 21.095703 0.149329
2.016356 20.863776 0.149331
2.016478 20.847645 0.149336
2.016593 20.899966 0.149341
2.016684 20.866201 0.149345
2.016766 20.723071 0.149348
2.016996 21.239635 0.149358
2.017105 20.846482 0.149362
2.017338 21.000251 0.149372
2.017406 21.084721 0.149374
2.017447 21.072316 0.149376
2.017532 21.014231 0.149379
2.017556 21.041332 0.149380
2.018038 20.950482 0.149400
2.018083 20.915686 0.149402
2.018231 21.000718 0.149408
2.018656 21.166947 0.149425
2.018691 21.241467 0.149427
2.018936 21.191175 0.149437
2.018944 20.925740 0.149437
2.019044 20.837690 0.149441
2.019190 21.181809 0.149447
2.019374 20.940618 0.149455
2.019394 20.889245 0.149456
2.019422 20.781306 0.149457
2.019533 21.127159 0.149461
2.019671 21.261875 0.149467
2.019707 21.003558 0.149468
2.019879 20.951004 0.149475
2.020177 21.041677 0.149488
2.020593 20.938991 0.149505
2.020885 21.334962 0.149516
2.021013 20.966688 0.149522
2.021042 20.916483 0.149523
2.021225 20.977512 0.149530
2.021457 21.277636 0.149540
2.021457 21.029029 0.149540
2.021602 20.838887 0.149546
2.021724 21.201265 0.149551
2.021851 20.985606 0.149556
2.021923 20.915998 0.149559
2.021957 20.901292 0.149560
2.021970 21.201427 0.149561
2.022121 20.862311 0.149567
2.022285 21.273892 0.149574
2.022374 21.132076 0.149577
2.022582 21.276434 0.149586
2.022784 21.143863 0.149594
2.022882 21.343047 0.149598
2.023002 20.670086 0.149603
2.023026 21.449269 0.149604
2.023133 21.163708 0.149608
2.023303 21.074967 0.149615
2.023399 20.936451 0.149619
2.023449 21.074316 0.149621
2.023571 21.084303 0.149626
2.023832 21.274561 0.149637
2.023918 20.855015 0.149641
2.023927 20.984646 0.149641
2.024016 20.994103 0.149645
2.024144 21.088380 0.149650
2.024199 20.524225 0.149652
2.024422 21.042028 0.149661
2.024491 21.004120 0.149664
2.025017 21.091380 0.149686
2.025116 20.906067 0.149690
2.025435 20.936470 0.149703
2.025502 20.815175 0.149705
2.025526 20.966027 0.149706
2.025744 20.956006 0.149715
2.025792 20.978057 0.149717
2.026377 20.879561 0.149741
2.026501 20.898056 0.149746
2.026553 20.817349 0.149748
2.026660 20.680109 0.149753
2.026693 21.291634 0.149754
2.026858 20.932571 0.149761
2.026915 21.000183 0.149763
2.026929 21.047126 0.149764
2.027012 21.164258 0.149767
2.027523 21.088840 0.149788
2.027532 20.915570 0.149788
2.027552 21.108940 0.149789
2.027573 20.849870 0.149790
2.027619 20.959319 0.149792
2.027712 21.307968 0.149796
2.027748 20.872621 0.149797
2.028002 20.869603 0.149808
2.028165 21.194961 0.149814
2.028522 21.047316 0.149829
2.028613 21.010291 0.149833
2.028848 21.098473 0.149842
2.028888 20.947054 0.149844
2.028910 21.015880 0.149845
2.029129 21.029461 0.149854
2.029652 21.067400 0.149875
2.029717 20.928703 0.149878
2.030003 21.210120 0.149890
2.030009 21.151325 0.149890
2.030021 21.232404 0.149890
2.030144 21.085276 0.149895
2.030493 21.112394 0.149910
2.030632 21.022834 0.149915
2.030724 20.923501 0.149919
2.030950 21.017626 0.149928
2.030952 21.198132 0.149929
2.031105 21.022848 0.149935
2.031187 20.913074 0.149938
2.031546 20.890840 0.149953
2.031658 21.185098 0.149957
2.031756 21.134102 0.149961
2.031970 21.198595 0.149970
2.032260 21.116449 0.149982
2.032368 21.034462 0.149987
2.032379 21.147009 0.149987
2.032507 21.089688 0.149992
2.032706 21.247416 0.150000
2.032878 21.015376 0.150007
2.033018 21.123379 0.150013
2.033034 21.004505 0.150014
2.033067 21.104398 0.150015
2.033190 21.170619 0.150020
2.033209 21.025005 0.150021
2.033420 21.062778 0.150030
2.033476 21.302319 0.150032
2.033540 21.058973 0.150035
2.033618 20.886342 0.150038
2.033816 21.133128 0.150046
2.033905 21.080785 0.150050
2.033946 20.830588 0.150051
2.034147 21.166794 0.150059
2.034461 21.023490 0.150072
2.034935 20.901726 0.150092
2.035003 21.018151 0.150095
2.035250 21.201432 0.150105
2.035330 21.139663 0.150108
2.035523 20.866789 0.150116
2.035654 21.130425 0.150121
2.035674 21.046085 0.150122
2.035894 21.216771 0.150131
2.035925 21.079067 0.150132
2.036102 20.950454 0.150140
2.036158 21.095432 0.150142
2.036465 20.782459 0.150155
2.036483 21.103454 0.150155
2.036603 20.870701 0.150160
2.036995 21.218900 0.150176
2.037019 20.891017 0.150177
2.037691 20.793996 0.150205
2.037781 20.984978 0.150209
2.037901 20.930848 0.150213
2.037954 21.108297 0.150216
2.037966 21.069037 0.150216
2.038047 21.223748 0.150219
2.038380 21.111930 0.150233
2.038526 20.816583 0.150239
2.038554 21.079892 0.150240
2.038702 20.853236 0.150246
2.038762 21.027886 0.150249
2.038764 21.157732 0.150249
2.038825 21.109368 0.150251
